
 num     #instances         #bytes  class name
 472:            17            408  org.springframework.boot.autoconfigure.web.servlet.WebMvcAutoConfiguration$EnableWebMvcConfiguration$$EnhancerBySpringCGLIB$$16691f9a$$FastClassBySpringCGLIB$$7cd98ae3
 473:            10            400  java.lang.invoke.DirectMethodHandle$Accessor
 474:             1            392  org.apache.tomcat.util.net.NioBlockingSelector$BlockPoller
 475:            24            384  com.sun.proxy.$Proxy23
 476:             1            384  java.lang.ref.Finalizer$FinalizerThread
 477:             6            384  java.text.SimpleDateFormat
 478:             6            384  java.util.jar.JarFile
 479:             1            384  java.util.logging.LogManager$Cleaner
 480:            12            384  org.apache.catalina.LifecycleState
 481:             1            384  org.springframework.boot.web.embedded.tomcat.TomcatWebServer$1
 482:             1            384  org.springframework.context.support.AbstractApplicationContext$1
 483:            16            384  sun.nio.ch.OptionKey
 484:             4            384  sun.nio.ch.ServerSocketChannelImpl
 485:             3            384  sun.nio.ch.WindowsSelectorImpl
 486:             7            376  [Lcom.sun.org.apache.xalan.internal.utils.XMLSecurityManager$State;
 487:             1            376  java.lang.ref.Reference$ReferenceHandler
 488:             9            360  com.sun.org.apache.xalan.internal.utils.XMLSecurityManager$Limit
 489:             9            360  com.sun.org.apache.xerces.internal.utils.XMLSecurityManager$Limit
 490:             5            360  java.util.concurrent.ThreadPoolExecutor
 491:            15            360  java.util.regex.Pattern$5
 492:            15            360  javax.management.StandardMBean
 493:            15            360  javax.websocket.CloseReason$CloseCodes
 494:             9            360  org.springframework.beans.factory.support.DisposableBeanAdapter
 495:             1            352  com.sun.org.apache.xerces.internal.impl.XMLNSDocumentScannerImpl
 496:             4            352  java.net.DualStackPlainSocketImpl
 497:            11            352  java.util.AbstractList$Itr
 498:             4            352  org.apache.catalina.webresources.CachedResource
 499:             1            344  com.sun.org.apache.xerces.internal.impl.XMLDocumentScannerImpl
 500:            14            336  ch.qos.logback.core.spi.ContextAwareBase
 501:             7            336  com.sun.jmx.mbeanserver.DefaultMXBeanMappingFactory$CompositeMapping
 502:            14            336  java.lang.invoke.LambdaFormEditor$Transform$Kind
 503:            14            336  java.lang.reflect.Proxy$KeyX
 504:             6            336  java.nio.DirectLongBufferU
 505:            14            336  org.springframework.context.support.MessageSourceAccessor
 506:            14            336  org.yaml.snakeyaml.nodes.Tag
 507:             6            336  sun.management.MemoryPoolImpl
 508:            13            328  [Lcom.sun.org.apache.xalan.internal.utils.FeaturePropertyBase$State;
 509:            16            328  [Ljava.lang.management.PlatformComponent;
 510:             4            320  [Lorg.hibernate.validator.internal.util.ConcurrentReferenceHashMap$Segment;
 511:            10            320  com.fasterxml.jackson.core.JsonGenerator$Feature
 512:             4            320  com.fasterxml.jackson.databind.DeserializationConfig
 513:             4            320  com.fasterxml.jackson.databind.SerializationConfig
 514:            10            320  java.lang.OutOfMemoryError
 515:            10            320  java.lang.reflect.WeakCache$CacheKey
 516:            20            320  java.net.InetSocketAddress
 517:             8            320  java.text.DigitList
 518:            20            320  java.time.format.DateTimeFormatterBuilder$CharLiteralPrinterParser
 519:            10            320  java.util.ResourceBundle$Control$1
 520:            10            320  jdk.internal.org.objectweb.asm.Type
 521:             8            320  sun.reflect.UnsafeQualifiedStaticIntegerFieldAccessorImpl
 522:            10            320  sun.security.jca.ProviderConfig
 523:            13            312  java.lang.RuntimePermission
 524:            13            312  java.lang.management.ManagementPermission
 525:            13            312  org.springframework.util.AntPathMatcher$PathSeparatorPatternCache
 526:             3            312  org.springframework.web.servlet.resource.ResourceHttpRequestHandler
 527:             4            304  [Ljava.lang.Thread;
 528:            19            304  com.sun.proxy.$Proxy1
 529:            12            288  ch.qos.logback.core.pattern.LiteralConverter
 530:             9            288  com.fasterxml.classmate.types.ResolvedPrimitiveType
 531:             4            288  com.fasterxml.jackson.databind.deser.DefaultDeserializationContext$Impl
 532:             4            288  com.fasterxml.jackson.databind.ser.DefaultSerializerProvider$Impl
 533:            18            288  com.fasterxml.jackson.databind.ser.std.ToStringSerializer
 534:            12            288  java.beans.PropertyChangeSupport
 535:            18            288  java.lang.Boolean
 536:            12            288  java.util.Collections$SetFromMap
 537:            12            288  java.util.Collections$SynchronizedSet
 538:             6            288  java.util.concurrent.LinkedBlockingQueue
 539:             3            288  java.util.jar.JarFile$JarFileEntry
 540:             9            288  java.util.logging.Level
 541:            12            288  java.util.regex.Pattern$Dollar
 542:            12            288  org.springframework.beans.factory.config.BeanExpressionContext
 543:             9            288  org.springframework.boot.context.properties.source.SpringIterableConfigurationPropertySource
 544:             9            288  org.springframework.context.event.AbstractApplicationEventMulticaster$ListenerRetriever
 545:            12            288  org.springframework.format.datetime.standard.TemporalAccessorParser
 546:            12            288  org.springframework.web.servlet.config.annotation.WebMvcConfigurationSupport$$FastClassBySpringCGLIB$$69f69f7c
 547:             9            280  [Ljava.lang.invoke.LambdaForm$BasicType;
 548:             7            280  org.springframework.boot.logging.logback.ColorConverter
 549:            17            272  com.sun.org.apache.xerces.internal.util.AugmentationsImpl
 550:            11            264  [Lorg.springframework.boot.context.properties.source.PropertyMapper;
 551:            11            264  java.lang.invoke.ConstantCallSite
 552:            11            264  java.lang.invoke.InfoFromMemberName
 553:            11            264  java.lang.invoke.InnerClassLambdaMetafactory$ForwardingMethodGenerator
 554:            11            264  java.net.StandardSocketOptions$StdSocketOption
 555:            11            264  org.springframework.core.convert.support.GenericConversionService$ConverterFactoryAdapter
 556:            11            264  sun.reflect.annotation.TypeAnnotation$TypeAnnotationTarget
 557:             2            256  [Lcom.fasterxml.jackson.databind.DeserializationFeature;
 558:             4            256  com.fasterxml.jackson.core.sym.ByteQuadsCanonicalizer
 559:             4            256  com.fasterxml.jackson.core.sym.CharsToNameCanonicalizer
 560:             4            256  com.fasterxml.jackson.databind.ObjectMapper
 561:             4            256  com.fasterxml.jackson.databind.introspect.AnnotatedClass
 562:             4            256  com.fasterxml.jackson.datatype.jsr310.JavaTimeModule
 563:             4            256  java.security.SecureRandom
 564:             8            256  javax.management.MBeanNotificationInfo
 565:             8            256  org.springframework.core.annotation.DefaultAnnotationAttributeExtractor
 566:             4            256  org.springframework.web.method.HandlerMethod$HandlerMethodParameter
 567:             8            256  sun.misc.ProxyGenerator$PrimitiveTypeInfo
 568:             4            256  sun.nio.cs.ext.DoubleByte$Encoder
 569:             2            240  [Lcom.fasterxml.jackson.databind.MapperFeature;
 570:             6            240  [Ljava.lang.invoke.BoundMethodHandle$SpeciesData;
 571:             2            240  [Lsun.nio.cs.CharsetMapping$Entry;
 572:            10            240  com.fasterxml.classmate.util.ClassKey
 573:            10            240  com.fasterxml.jackson.annotation.JsonFormat$Shape
